NOMBRE,MUNICIPIO,DEPARTAMENTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
Cornejo,San Cayetano,Norte Santander,5.222,5.703,6.407,9.0,7.333,5.074,4.925,5.666,7.925,10.92,9.461,5.884,83.52
Urimaco,San Cayetano,Norte Santander,3.233,3.733,4.8,7.4,5.533,3.034,3.344,3.433,5.466,8.724,7.827,4.448,60.975
Santiago Caimito,Santiago,Norte Santander,3.884,4.153,5.592,7.307,5.592,3.296,3.074,3.259,6.037,8.814,8.148,6.0,65.15599999999999
Divisiones,Sardinata,Norte Santander,5.2,5.333,7.0,8.333,8.714,7.866,9.2,10.5,11.13,12.06,11.73,9.866,106.932
Jordan El,Sardinata,Norte Santander,7.222,7.833,8.666,11.44,11.66,8.777,12.0,13.5,16.88,16.61,14.66,13.23,142.47799999999998
Mercedes Las,Sardinata,Norte Santander,6.36,6.416,7.833,9.653,8.807,5.807,7.346,8.64,12.15,13.48,12.28,10.16,108.93200000000002
San Gil,Sardinata,Norte Santander,5.963,6.555,7.142,10.07,9.444,5.321,7.035,8.714,11.64,13.61,11.59,8.666,105.75
Sardinata,Sardinata,Norte Santander,8.28,9.92,12.6,14.46,13.26,10.03,11.61,12.92,16.76,18.73,16.44,11.72,156.73
Rincon Los,Silos,Norte Santander,3.571,4.0,6.466,7.733,9.6,9.0,11.86,9.666,9.8,10.46,7.6,6.2,95.956
Silos,Silos,Norte Santander,6.185,7.923,11.42,16.15,20.28,22.37,23.25,20.81,18.77,18.51,14.37,10.0,190.038
Quince Letras,Teorama,Norte Santander,5.73,5.692,7.384,11.59,13.44,9.037,10.07,12.64,14.96,15.62,14.25,10.34,130.75300000000001
Teorama,Teorama,Norte Santander,8.692,8.64,10.03,14.8,16.73,12.88,14.84,17.07,19.76,19.38,16.76,12.42,172.002
Campo Tres,Tibu,Norte Santander,5.2,5.88,7.307,11.46,11.52,9.16,11.19,12.61,14.84,14.68,13.16,9.04,126.047
Cno La Raya,Tibu,Norte Santander,6.153,5.076,7.076,13.65,12.0,9.52,9.0,11.34,13.48,14.28,12.69,9.28,123.545
Hacharira,Tibu,Norte Santander,5.958,6.166,8.541,13.56,15.6,12.48,12.64,13.56,15.2,17.45,17.58,10.33,149.06500000000003
Oru,Tibu,Norte Santander,8.521,9.217,9.652,15.47,15.39,13.6,14.86,14.68,17.69,18.08,16.86,13.0,167.01999999999998
Petrolea,Tibu,Norte Santander,7.652,7.347,9.304,14.08,12.96,10.5,12.36,14.2,16.32,17.75,16.44,11.45,150.363
Pto Barco,Tibu,Norte Santander,6.5,5.96,7.44,14.53,16.46,12.84,12.38,13.46,15.88,18.5,17.23,9.92,151.09999999999997
Tibu,Tibu,Norte Santander,9.23,8.875,10.41,16.16,16.12,13.56,14.45,15.34,16.33,18.0,15.54,14.16,168.175
Campo Hermoso,Toledo,Norte Santander,13.1,16.16,18.4,22.4,24.76,27.36,27.13,25.33,22.63,21.51,18.44,15.0,252.21999999999997
San Bernardo Bata,Toledo,Norte Santander,4.115,6.692,8.814,12.32,14.5,17.88,17.74,14.37,11.61,10.07,8.04,5.0,131.15099999999998
Sta Maria-Abastos,Toledo,Norte Santander,8.384,11.89,12.85,17.85,20.44,23.67,23.5,21.64,19.03,16.66,14.34,11.0,201.254
San Juan,Villa Caro,Norte Santander,1.846,3.038,4.73,9.269,6.615,2.461,2.423,5.0,8.73,11.26,6.5,2.615,64.48700000000001
Villa Caro,Villa Caro,Norte Santander,3.807,4.925,5.185,9.407,8.037,3.963,3.481,5.629,9.153,11.85,8.692,5.076,79.20499999999998
Villa del Rosario,Villa del Rosario,Norte Santander,5.285,5.571,6.964,8.0,8.481,7.5,7.142,7.892,8.785,11.35,9.535,6.607,93.112
Michoacan,Colon,Putumayo,19.08,18.68,22.08,23.8,25.92,25.72,25.58,24.21,22.43,20.12,19.12,19.84,266.58000000000004
Vichoy,Colon,Putumayo,16.8,15.8,18.33,21.13,22.86,23.68,24.63,22.36,18.13,17.22,16.42,16.09,233.44999999999996
Campucana,Mocoa,Putumayo,20.4,19.8,21.63,25.27,27.45,26.45,26.95,24.22,23.52,22.28,20.54,21.63,280.14
Condagua,Mocoa,Putumayo,13.05,13.16,15.27,18.38,19.72,20.66,20.27,17.27,15.76,14.76,13.11,14.27,195.67999999999998
Pepino El,Mocoa,Putumayo,16.96,16.18,18.88,20.62,22.51,23.07,21.4,17.55,16.66,16.33,16.37,16.73,223.26000000000002
Pto Limon,Mocoa,Putumayo,16.71,15.4,18.6,20.5,21.56,21.75,20.93,17.25,16.43,17.25,17.53,18.26,222.17000000000002
Angosturas,Puerto Asis,Putumayo,9.176,10.62,14.35,17.41,17.35,16.47,17.0,13.47,13.25,12.87,12.75,11.93,166.64600000000002
Pto Asis,Puerto Asis,Putumayo,11.58,13.07,17.39,17.89,19.44,19.75,18.46,15.03,14.5,14.4,15.46,13.62,190.59000000000003
Pto Caicedo,Puerto Caicedo,Putumayo,13.8,14.05,18.05,19.35,20.42,20.04,18.66,15.42,14.76,16.95,17.61,15.9,205.00999999999996
Sta Lucia,Puerto Guzman,Putumayo,12.15,12.73,16.26,18.47,20.1,18.47,17.63,14.89,13.31,14.84,15.36,13.73,187.93999999999997
Pto Leguizamo,Puerto Leguizamo,Putumayo,10.5,13.89,18.05,21.57,24.57,23.94,23.36,21.21,19.38,18.77,15.89,14.56,225.69
Tagua La,Puerto Leguizamo,Putumayo,10.33,10.85,14.06,18.87,20.56,21.43,19.7,17.6,16.64,16.18,13.57,10.61,190.40000000000003
Chungacaspi,San Francisco,Putumayo,21.96,19.84,23.24,26.53,27.66,28.07,28.77,27.59,25.92,24.25,22.03,21.88,297.74
Minchoy,San Francisco,Putumayo,22.0,20.66,22.31,24.27,26.09,26.27,27.27,25.31,23.81,22.45,23.0,23.23,286.67
San Antonio,San Francisco,Putumayo,16.57,15.22,20.2,21.3,24.75,24.33,24.9,22.76,19.96,17.37,17.06,17.21,241.63
San Francisco,San Francisco,Putumayo,12.08,13.0,14.61,16.52,19.11,20.65,21.11,18.3,15.34,11.65,11.46,11.92,185.75
Torre Tv San Fco,San Francisco,Putumayo,22.63,21.09,24.27,26.9,28.95,28.59,29.45,27.54,25.4,24.9,22.18,24.45,306.34999999999997
San Miguel,San Miguel,Putumayo,7.785,10.0,11.73,12.86,15.33,14.8,12.06,9.266,11.13,11.4,10.93,10.06,137.351
Balsayaco,Santiago,Putumayo,18.41,18.1,19.96,22.44,24.17,24.44,25.39,23.79,21.55,19.03,18.44,20.0,255.72000000000003
Carrizal,Santiago,Putumayo,19.31,18.63,21.45,22.91,24.7,25.45,24.78,23.54,21.33,19.13,18.43,17.13,256.78999999999996
Quinchoa,Santiago,Putumayo,13.66,14.52,16.6,19.65,20.14,20.8,21.8,17.09,16.65,15.31,12.47,12.44,201.13
Buenos Aires,Sibundoy,Putumayo,14.75,14.43,15.9,18.03,20.9,20.41,21.58,18.9,17.16,14.8,15.33,15.51,207.7
Primavera La,Sibundoy,Putumayo,19.37,18.37,20.93,23.62,25.53,23.93,24.2,22.13,20.18,19.42,17.56,16.92,252.16000000000003
Putumayo,Sibundoy,Putumayo,15.92,15.42,19.42,20.26,22.4,23.46,23.13,22.6,20.66,18.8,17.6,17.06,236.73000000000002
San Pablo,Sibundoy,Putumayo,10.87,12.43,13.45,16.45,18.12,17.78,18.7,15.83,13.62,12.04,11.0,11.54,171.82999999999998
Sibundoy,Sibundoy,Putumayo,20.08,18.95,23.0,24.54,25.91,25.39,26.5,24.29,23.87,22.04,20.58,20.47,275.62
Churuyaco,Valle del Guamuez,Putumayo,16.1,16.1,19.31,19.68,19.94,19.57,20.0,16.11,16.38,16.52,17.21,16.84,213.76000000000002
Villagarzon,Villagarzon,Putumayo,20.27,19.9,23.33,25.18,25.83,25.75,24.54,21.45,20.82,21.56,21.39,21.34,271.35999999999996
Apto El Eden,Armenia,Quindio,11.9,12.09,14.41,18.32,17.96,14.03,10.46,11.22,15.87,19.03,18.48,13.79,177.56
Sena El,Armenia,Quindio,15.31,15.9,19.27,20.9,20.85,15.75,11.9,13.31,16.13,23.04,22.9,18.72,213.98
Paraguaycito,Buenavista,Quindio,13.68,13.6,17.32,20.16,20.44,15.44,10.4,12.28,17.16,22.4,20.96,16.0,199.84000000000003
Bella La,Calarca,Quindio,12.64,14.24,17.4,19.56,20.72,14.48,10.64,12.2,16.24,21.76,21.24,16.56,197.68
Pijao,Pijao,Quindio,13.38,12.95,16.09,20.22,19.31,14.13,9.863,8.454,13.9,19.13,19.9,15.22,182.547
Salento,Salento,Quindio,11.68,11.05,14.45,15.3,13.45,9.473,7.3,6.95,10.85,16.5,17.9,13.2,148.10299999999998
Maria La,Apia,Risaralda,8.75,8.68,11.72,15.32,16.24,13.0,11.58,12.48,13.08,15.68,15.88,10.36,152.76999999999998
Tribuna La,Balboa,Risaralda,,,,,,,,,,,,,
Taparcal,Belen de Umbria,Risaralda,10.06,10.44,12.27,15.65,16.06,12.96,11.13,10.72,13.58,15.46,15.89,11.25,155.46999999999997
Bosque El,Dosquebradas,Risaralda,,,,,,,,,,,,,
Sub La Rosa,Dosquebradas,Risaralda,12.6,11.86,15.93,18.71,18.66,16.06,15.0,13.42,18.2,21.8,20.53,16.21,198.98000000000002
Bellavista,Guatica,Risaralda,13.57,13.36,18.23,20.68,21.07,17.3,13.03,14.18,17.29,20.48,19.4,14.4,202.98999999999998
San Clemente,Guatica,Risaralda,10.64,10.16,14.12,16.69,17.82,13.04,10.12,12.08,14.96,17.56,16.36,12.41,165.96
Virginia La-Alerta,La Virginia,Risaralda,9.8,9.8,12.85,15.94,15.95,11.5,8.9,9.368,12.95,14.85,14.84,11.75,148.498
Recuerdo El,Marsella,Risaralda,9.892,9.0,12.75,15.46,16.75,14.17,11.75,12.44,14.25,16.31,15.2,12.32,160.29199999999997
Mistrato,Mistrato,Risaralda,11.2,11.55,12.43,17.3,18.51,14.76,13.06,14.0,16.8,18.17,16.68,11.37,175.83000000000004
Rio Arriba,Mistrato,Risaralda,15.66,13.93,16.46,19.66,18.86,16.33,14.06,14.8,18.73,21.93,21.26,18.6,210.27999999999997
Apto Matecana,Pereira,Risaralda,15.58,14.87,18.77,21.8,23.22,21.03,17.77,17.29,20.66,23.87,22.56,18.33,235.75
Bohemia La,Pereira,Risaralda,13.17,12.68,15.96,19.2,19.96,17.44,13.55,14.93,17.34,20.82,19.96,15.2,200.20999999999998
Cambulos Los,Pereira,Risaralda,8.35,8.6,10.7,12.55,13.94,10.05,8.15,11.1,12.1,14.94,15.68,9.444,135.60399999999998
Cedral El,Pereira,Risaralda,18.09,18.63,21.9,24.86,24.21,19.47,16.3,16.13,20.47,26.43,25.43,20.54,252.46
Maracay,Pereira,Risaralda,11.33,11.04,15.14,17.7,17.47,13.38,11.85,12.09,15.57,18.14,17.33,13.0,174.03999999999996
Plta D Tratamiento,Pereira,Risaralda,17.33,16.04,19.59,22.5,25.45,21.4,17.5,18.09,20.27,24.85,22.61,18.31,243.94
San Isidro,Pereira,Risaralda,8.933,9.3,13.16,14.66,14.65,11.2,9.066,10.2,13.06,15.66,16.26,11.0,147.149
Linea La Porvenir,Pueblo Rico,Risaralda,14.42,13.32,15.37,18.89,20.03,17.93,15.0,15.89,19.03,20.75,21.21,14.96,206.80000000000004
Pueblo Rico,Pueblo Rico,Risaralda,16.42,16.15,17.6,21.9,23.31,21.73,19.9,20.66,20.23,23.33,23.47,17.95,242.64999999999995
Sta Cecilia,Pueblo Rico,Risaralda,18.06,14.06,17.53,21.66,22.86,19.8,19.13,20.93,21.2,25.2,23.46,20.6,244.48999999999998
Guerrerito,Quinchia,Risaralda,9.727,8.227,10.27,13.72,13.86,11.0,8.454,10.0,13.31,14.7,14.3,10.04,137.608
Campoalegre,Santa Rosa de Cabal,Risaralda,12.66,11.66,16.93,18.2,19.33,15.53,14.13,13.66,17.13,20.46,18.66,13.06,191.41
Florida La,Santa Rosa de Cabal,Risaralda,14.0,12.66,16.26,20.26,21.06,16.73,15.86,15.73,18.4,22.06,19.53,15.06,207.61
Jazmin El,Santa Rosa de Cabal,Risaralda,16.52,16.4,20.2,23.0,24.58,21.25,17.87,18.92,22.36,25.16,22.36,18.04,246.66
Potreros,Santa Rosa de Cabal,Risaralda,9.633,9.7,12.9,15.13,14.72,12.1,9.033,9.758,12.03,16.13,14.31,10.7,146.14399999999998
Sub Sta Rosa,Santa Rosa de Cabal,Risaralda,13.86,13.0,15.53,20.73,21.46,15.4,14.73,13.73,18.0,23.0,19.73,15.53,204.70000000000002
Termales,Santa Rosa de Cabal,Risaralda,16.92,17.7,20.07,23.72,24.64,21.03,17.44,16.65,21.96,26.86,23.62,20.72,251.33
Veracruz,Santa Rosa de Cabal,Risaralda,17.0,16.47,20.15,23.21,24.78,22.73,17.47,18.05,22.63,24.83,22.42,19.42,249.16000000000003
Camelia La,Santuario,Risaralda,13.96,13.53,15.57,19.77,18.96,17.07,14.42,14.85,16.57,20.82,19.77,15.92,201.20999999999998
Naranjos Los,Santuario,Risaralda,,,,,,,,,,,,,
Apto El Embrujo,Providencia,San Andres y Pr,19.04,12.82,9.608,8.272,13.04,19.18,21.78,20.9,19.78,21.69,21.91,21.04,209.06
Pueblo Viejo,Providencia,San Andres y Pr,,,,,,,,,,,,,
San Felipe,Providencia,San Andres y Pr,10.66,7.777,4.312,2.187,9.055,11.26,13.5,13.42,13.57,17.42,15.57,11.94,130.671
Apto Sesquicentena,San Andres,San Andres y Pr,19.0,13.42,8.481,8.714,13.5,19.71,23.88,22.22,21.88,22.78,22.14,22.17,217.89500000000004
Empoislas,San Andres,San Andres y Pr,10.14,7.545,4.272,4.636,9.4,13.09,15.42,14.95,15.66,19.8,17.68,15.95,148.54299999999998
Albania,Albania,Santander,12.95,14.91,18.64,21.92,21.16,16.0,12.84,14.48,18.32,23.44,21.68,17.28,213.62
Sta Isabel,Barichara,Santander,3.148,5.888,7.222,12.81,15.29,12.76,14.22,13.37,14.4,15.88,8.925,4.629,128.542
Apto Yariguies,Barrancabermeja,Santander,5.733,9.2,12.73,18.41,19.96,16.96,16.3,19.35,20.54,21.25,17.3,9.161,186.894
Centro El,Barrancabermeja,Santander,6.48,10.37,12.7,16.32,17.88,16.25,16.28,18.32,19.37,19.76,16.12,8.333,178.183
Chucuri,Barrancabermeja,Santander,3.266,4.806,8.258,11.27,12.45,9.387,9.354,12.32,13.93,14.38,10.93,4.933,115.28399999999999
Pte La Paz,Betulia,Santander,5.238,6.857,9.19,12.81,13.0,8.5,8.136,9.863,12.13,15.68,12.66,7.15,121.214
Bolivar,Bolivar,Santander,8.545,11.17,12.7,19.83,21.5,16.39,15.41,16.08,18.66,21.9,17.2,11.45,190.83499999999998
Floresta La,Bucaramanga,Santander,6.571,6.59,9.272,11.95,12.86,11.86,12.18,14.18,14.27,13.22,8.863,6.181,127.99699999999999
Univ Ind Santander,Bucaramanga,Santander,10.42,11.34,14.07,17.34,18.58,17.44,18.41,19.44,19.06,19.14,14.17,9.758,189.168
Remolino,Cabrera,Santander,2.381,4.047,4.809,10.04,10.42,7.19,8.095,8.809,10.71,11.52,7.45,3.25,88.72099999999999
Capitanejo,Capitanejo,Santander,3.96,6.423,8.653,16.8,19.3,15.84,14.92,15.07,17.52,19.15,12.88,7.28,157.796
Mina La,Capitanejo,Santander,1.857,3.381,4.857,8.619,10.95,7.142,5.619,7.428,9.619,12.35,6.809,2.571,81.20199999999998
Molinos Los,Capitanejo,Santander,2.428,4.047,5.19,10.09,12.14,8.666,7.666,9.714,11.33,14.52,8.285,2.904,96.97999999999998
Carcasi,Carcasi,Santander,5.58,7.387,10.6,17.19,19.9,16.06,15.0,17.16,19.23,21.19,14.12,8.516,171.933
Paramo El,Carcasi,Santander,6.409,9.19,12.76,19.5,22.54,20.23,20.81,21.4,21.77,22.13,16.0,9.363,202.102
Cepita,Cepita,Santander,3.4,4.433,5.677,8.483,10.4,7.448,7.806,8.612,10.8,10.7,7.451,2.966,88.17599999999999
Cerrito,Cerrito,Santander,5.258,7.419,10.48,15.06,16.32,13.0,11.93,14.96,16.48,17.35,11.67,7.129,147.056
Tinaga Gja,Cerrito,Santander,7.333,9.444,13.33,17.44,19.61,17.73,16.77,19.66,20.57,20.62,14.74,9.653,186.9
Charala,Charala,Santander,12.44,15.39,18.4,23.64,25.66,21.64,22.28,23.12,24.52,26.72,22.82,14.08,250.71
Chima,Chima,Santander,11.03,14.69,17.23,23.88,23.84,21.26,22.28,23.19,23.38,25.26,20.84,12.84,239.72
Rodeo El Hda,Chima,Santander,8.062,11.87,12.44,16.83,16.58,14.5,16.5,16.88,19.76,19.5,16.4,9.117,178.439
Cimitarra,Cimitarra,Santander,8.136,10.9,15.23,17.76,18.95,17.0,15.42,16.57,19.9,19.22,16.95,12.13,188.166
Padilla,Cimitarra,Santander,6.375,10.12,11.12,15.56,17.33,15.37,16.12,15.87,18.31,17.73,14.75,10.06,168.715
Pto Araujo,Cimitarra,Santander,4.428,6.35,8.8,12.73,15.43,12.17,12.04,12.5,15.4,16.72,13.47,6.782,136.82000000000002
Pto Araujo Alertas,Cimitarra,Santander,5.105,7.842,10.15,14.0,15.78,13.68,13.84,15.26,17.21,16.94,13.55,9.052,152.40900000000002
Verde La,Cimitarra,Santander,6.583,9.791,11.43,15.34,16.69,15.29,15.5,14.95,18.04,18.12,15.5,9.583,166.817
Tabeta,Concepcion,Santander,5.428,9.19,11.14,17.76,21.95,23.19,24.85,22.95,20.76,20.09,12.28,8.428,198.016
Confines,Confines,Santander,7.689,11.06,14.1,18.89,22.44,19.03,20.82,21.37,21.82,23.64,16.6,9.75,207.20899999999997
Coromoro,Coromoro,Santander,10.46,12.57,14.96,21.11,23.0,17.76,16.42,16.73,19.76,24.26,21.23,12.88,211.13999999999996
Pavas Las,Coromoro,Santander,12.17,13.29,17.5,17.82,17.11,9.0,7.941,8.0,12.94,18.82,20.35,13.23,168.171
Pueblo Viejo,Coromoro,Santander,13.37,14.62,17.81,19.18,18.73,12.37,9.866,11.73,14.57,20.21,16.93,12.56,181.94600000000003
Curiti N 2,Curiti,Santander,3.037,5.807,7.777,13.0,17.14,17.03,19.19,17.33,16.62,17.96,10.7,5.73,151.321
Carmen El,El Carmen de Chucuri,Santander,10.45,12.68,15.2,20.55,22.75,21.5,21.0,21.8,22.61,22.45,20.0,14.8,225.79000000000002
Dos Bocas Hda,El Carmen de Chucuri,Santander,7.0,8.875,13.06,13.62,14.81,12.75,13.0,15.31,17.18,16.25,14.0,7.937,153.79200000000003
Santuario El,El Guacamayo,Santander,8.812,10.53,13.31,20.0,22.81,18.73,21.12,20.75,22.8,22.62,19.2,12.57,213.252
Playon El,El Playon,Santander,7.5,7.666,9.933,13.32,14.7,11.58,11.09,13.26,15.2,16.16,14.45,9.666,144.525
Encino,Encino,Santander,14.23,15.66,19.36,22.62,20.79,15.63,13.96,15.53,17.96,23.56,23.37,17.64,220.31
Galvicia La,Floridablanca,Santander,8.482,9.482,11.82,15.51,18.53,15.92,16.31,17.27,18.06,19.13,14.1,9.379,173.99299999999997
Chuqueque Hda,Gambita,Santander,12.2,16.5,20.15,23.3,20.95,13.16,12.35,12.3,16.3,21.6,21.89,15.25,205.95
Gambita,Gambita,Santander,14.31,16.4,22.13,24.43,25.34,19.43,18.39,19.65,20.68,25.13,22.86,18.59,247.34
Llano Grande,Giron,Santander,6.16,7.5,11.53,14.57,16.44,14.8,16.07,16.11,17.16,16.73,11.88,6.269,155.219
Palo Gordo,Giron,Santander,3.516,4.161,5.516,6.066,7.645,5.258,5.871,5.741,7.129,8.419,5.645,3.096,68.063
Pantano El,Giron,Santander,4.0,4.612,6.387,8.354,10.48,7.741,7.871,9.419,10.58,10.16,8.322,3.806,91.732
Parroquia La,Giron,Santander,5.166,6.3,8.714,9.966,10.27,7.896,7.433,8.433,10.66,12.56,9.966,6.0,103.36399999999999
Baraya,Guaca,Santander,6.692,9.423,11.46,19.07,19.81,14.74,12.25,14.62,17.61,19.92,15.59,8.851,170.036
Guaca,Guaca,Santander,5.458,7.958,9.458,17.08,18.58,11.91,9.958,13.66,17.58,18.83,13.2,7.541,151.21299999999997
Portillo El,Guaca,Santander,7.15,8.894,10.21,18.94,21.36,20.2,20.2,19.05,19.0,20.84,14.84,8.055,188.73900000000003
Laja La,Guadalupe,Santander,11.65,14.57,17.76,23.88,24.84,22.26,22.8,22.69,23.15,25.0,21.8,13.65,244.05000000000004
Guavata,Guavata,Santander,6.111,8.833,9.666,15.11,16.44,11.33,10.77,10.66,15.55,16.88,13.77,7.5,142.61999999999998
Jesus Maria,Jesus Maria,Santander,10.16,12.51,15.96,22.22,23.51,17.67,15.67,16.06,20.41,23.74,21.32,15.09,214.32
Pradera La,Jesus Maria,Santander,10.35,14.35,16.0,23.65,25.85,20.15,19.15,17.84,21.5,23.65,20.9,15.75,229.14000000000001
Landazuri,Landazuri,Santander,13.7,15.58,17.79,22.37,25.41,24.33,24.25,24.08,24.5,25.25,21.45,17.7,256.40999999999997
Apto Palonegro,Lebrija,Santander,7.68,9.56,13.56,17.38,18.4,16.6,18.24,19.07,18.34,18.46,14.23,9.076,180.596
Laguna La,Lebrija,Santander,4.615,5.259,8.259,9.23,10.55,8.481,8.259,10.33,10.57,10.84,8.84,4.346,99.57900000000001
Naranjo El,Lebrija,Santander,3.92,4.73,6.851,9.333,9.407,6.68,5.357,6.518,8.037,11.21,9.37,5.407,86.82000000000001
Palmas,Lebrija,Santander,4.354,6.129,7.483,9.666,8.966,6.3,5.548,6.967,8.379,10.48,8.366,4.666,87.30399999999999
Mesa La,Los Santos,Santander,2.73,4.37,5.461,8.925,12.03,8.333,9.518,11.07,12.33,12.44,7.703,3.074,97.984
Macaravita,Macaravita,Santander,3.62,6.413,7.966,14.8,17.96,14.0,11.96,13.1,15.8,18.51,13.26,6.7,144.089
Malaga N 2,Malaga,Santander,7.08,10.32,13.4,18.96,21.12,17.12,18.04,18.7,18.62,21.08,15.52,10.28,190.24
Matajira,Matanza,Santander,5.064,6.193,8.967,11.83,13.77,8.58,7.225,9.516,12.54,14.51,10.09,6.516,114.80100000000002
Esc Agr Mogotes,Mogotes,Santander,8.538,12.69,14.51,22.92,26.92,23.88,24.44,24.38,24.88,27.69,20.92,14.28,246.04799999999997
Molagavita,Molagavita,Santander,5.892,7.571,11.34,17.68,20.65,13.82,14.17,15.17,18.86,22.2,16.55,9.23,173.133
Oiba,Oiba,Santander,9.633,11.87,15.9,21.53,23.12,18.8,19.09,20.12,20.83,23.65,19.4,12.89,216.83299999999997
Aserrio El,Onzaga,Santander,8.9,13.75,14.94,19.4,18.4,11.35,11.3,11.7,15.45,20.26,18.7,11.8,175.95
Susa,Onzaga,Santander,10.92,13.17,17.1,20.31,19.65,13.41,13.1,13.71,15.82,20.85,20.31,14.24,192.59
Piedecuesta Gja,Piedecuesta,Santander,8.517,10.17,13.86,15.93,18.27,15.25,15.96,18.06,18.96,18.34,15.31,9.517,178.144
Cucharo El,Pinchote,Santander,6.285,8.148,11.46,17.44,21.78,19.32,22.14,21.39,20.74,21.78,14.26,8.592,193.335
Campo Capote,Puerto Parra,Santander,7.384,10.26,14.34,17.21,19.85,18.46,18.89,20.22,21.7,20.44,17.6,10.96,197.31400000000002
Carare,Puerto Parra,Santander,6.458,9.333,12.4,16.91,18.41,18.86,16.79,17.87,20.0,19.45,16.86,9.708,183.049
Brisas Hda Las,Puerto Wilches,Santander,3.727,6.958,10.45,15.66,17.95,15.17,15.13,17.54,19.54,20.13,14.86,6.304,163.419
Coquera La,Puerto Wilches,Santander,2.12,4.68,6.25,12.88,13.68,12.64,11.52,12.76,14.88,16.2,11.29,4.92,123.82000000000001
Paturia,Puerto Wilches,Santander,1.28,3.208,4.04,9.56,11.08,9.791,9.28,10.68,11.36,12.64,8.291,3.0,94.21
Pto Wilches,Puerto Wilches,Santander,2.069,4.275,6.333,12.46,14.2,12.3,11.7,13.73,15.44,15.65,10.89,4.566,123.61300000000001
Sitio Nuevo,Puerto Wilches,Santander,1.0,2.423,3.5,9.961,14.03,12.29,11.61,12.61,14.26,14.88,9.423,3.615,109.602
Llano de Palmas,Rionegro,Santander,6.612,7.741,9.032,11.16,11.96,9.0,8.741,9.7,11.2,12.77,10.83,6.483,115.22900000000001
Papayal,Rionegro,Santander,1.586,3.241,5.035,9.571,11.51,9.034,8.586,9.62,10.79,13.42,9.827,3.925,96.14499999999998
Portachuelo,Rionegro,Santander,11.74,12.48,15.51,18.0,18.44,14.7,13.77,16.33,18.29,21.55,18.88,12.66,192.35
Aguasclaras,Sabana de Torres,Santander,3.846,5.925,9.259,12.4,14.18,11.51,10.74,11.92,14.65,16.88,14.4,6.555,132.26500000000001
Casa Nueva,Sabana de Torres,Santander,2.36,4.23,6.423,12.65,13.88,11.03,9.52,11.8,13.57,15.42,12.11,4.8,117.79299999999999
Cooperativa La,Sabana de Torres,Santander,1.857,3.571,6.15,9.4,9.428,6.523,6.476,9.047,10.0,12.28,9.2,4.473,88.405
Eloy Valenzuela,Sabana de Torres,Santander,1.16,3.24,5.32,10.41,11.6,9.48,8.6,9.84,12.12,12.68,8.32,3.72,96.49000000000001
Establo El,Sabana de Torres,Santander,1.269,3.807,5.153,10.36,11.26,8.846,8.44,9.923,11.07,12.57,9.333,4.44,96.47099999999998
Norma La,Sabana de Torres,Santander,1.59,3.181,4.727,9.545,9.0,8.15,6.428,8.0,9.863,10.57,8.238,4.15,83.44200000000001
Payoa N 5,Sabana de Torres,Santander,3.625,6.562,9.437,13.5,12.37,9.5,9.187,10.31,13.68,14.81,13.68,7.062,123.723
Porvenir El,Sabana de Torres,Santander,2.115,4.481,6.148,11.03,11.92,8.814,7.814,9.884,11.62,14.11,10.25,5.576,103.762
Provincia,Sabana de Torres,Santander,2.928,3.937,7.812,12.2,12.31,9.687,8.562,11.73,11.53,12.93,11.62,5.0,110.24600000000001
Retirada La,Sabana de Torres,Santander,1.703,4.185,6.185,10.74,11.59,9.518,8.037,10.03,11.77,13.0,10.4,4.653,101.81100000000002
Sabana de Torres,Sabana de Torres,Santander,3.034,4.965,7.793,11.96,12.2,9.448,8.655,10.44,12.89,14.37,10.93,6.035,112.72
San Rafael,Sabana de Torres,Santander,2.217,4.916,6.125,10.83,12.7,10.0,8.217,10.16,12.0,13.87,9.583,5.304,105.922
Villa Leiva,Sabana de Torres,Santander,4.034,6.896,10.36,16.75,18.53,14.83,14.37,17.37,18.55,20.26,16.3,7.448,165.69800000000004
San Andres,San Andres,Santander,7.566,8.566,11.46,16.9,17.63,12.34,10.82,13.73,16.96,19.63,14.3,10.34,160.24200000000002
San Joaquin,San Joaquin,Santander,7.7,10.53,13.73,19.43,21.9,16.86,15.7,16.1,18.83,21.65,18.1,9.862,190.39199999999997
Albania,San Vicente de Chucuri,Santander,4.192,6.111,8.963,10.77,9.592,7.74,6.925,8.185,10.77,12.11,9.346,5.461,100.165
Putana La,San Vicente de Chucuri,Santander,3.0,5.28,6.884,9.37,9.481,7.37,6.111,8.148,11.25,12.81,10.28,6.037,96.021
San Vicente,San Vicente de Chucuri,Santander,5.833,7.718,10.15,12.18,13.0,10.29,9.125,10.87,12.43,14.28,11.7,6.468,124.04400000000001
Tope El,Santa Barbara,Santander,3.642,6.5,8.285,12.96,15.41,13.1,12.28,14.25,16.46,17.41,12.6,7.103,140.0
Pte Ferrocarril,Simacota,Santander,4.055,4.5,8.055,10.31,11.36,9.052,9.0,11.73,13.94,13.78,11.63,5.0,112.41199999999999
Simacota,Simacota,Santander,6.963,10.88,11.92,17.18,19.65,15.69,17.65,19.34,18.73,20.55,15.51,10.0,184.063
