NOMBRE,MUNICIPIO,DEPARTAMENTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
Iza,Iza,Boyaca,2.75,5.0,8.5,11.92,12.7,9.185,10.42,8.464,8.571,11.88,10.11,4.777,104.277
Jenesano,Jenesano,Boyaca,5.904,9.714,12.75,19.19,24.0,23.47,25.8,24.5,20.15,19.0,16.9,10.5,211.87800000000001
Jerico,Jerico,Boyaca,3.172,5.069,7.758,11.14,9.793,7.448,9.0,8.069,9.931,10.42,9.517,4.724,96.04100000000001
Cusagui,La Uvita,Boyaca,7.0,10.52,13.64,17.35,20.29,17.76,20.64,19.05,16.64,19.35,17.64,11.68,191.56
Alto Muceno,Macanal,Boyaca,5.937,9.687,10.75,17.87,22.18,23.43,23.31,22.5,18.12,16.26,14.75,8.562,193.35600000000002
Inst Agr Macanal,Macanal,Boyaca,7.937,11.56,14.86,22.23,26.06,27.47,27.88,27.43,23.76,21.7,18.29,13.05,242.227
Macanal,Macanal,Boyaca,5.714,7.321,11.25,19.51,23.71,26.42,26.35,23.77,20.14,18.71,14.39,8.214,205.49900000000002
Pomarrosos Los,Macanal,Boyaca,7.388,9.47,12.83,19.5,25.0,26.22,27.38,25.33,20.41,20.0,16.11,10.77,220.408
Quebrada Honda,Macanal,Boyaca,4.933,6.266,9.758,17.56,21.48,23.56,24.13,21.3,16.76,15.75,11.68,7.069,180.24599999999998
Volador El,Macanal,Boyaca,3.466,6.2,9.466,17.06,21.46,23.53,26.2,24.26,18.0,16.4,11.71,5.733,183.485
Mongua,Mongua,Boyaca,3.607,5.137,10.27,13.25,14.89,16.34,19.79,19.75,15.29,13.78,13.53,6.724,152.35799999999998
Mongui,Mongui,Boyaca,3.838,6.066,10.25,12.8,12.48,10.16,11.67,11.32,10.41,12.3,10.48,5.129,116.903
Bertha,Moniquira,Boyaca,11.11,13.0,16.7,23.77,26.07,21.51,19.77,20.85,22.88,24.66,20.69,14.77,235.78
Miravalles,Moniquira,Boyaca,7.913,10.95,13.65,20.95,23.16,22.08,19.41,20.25,22.25,24.13,18.25,10.91,213.903
Moniquira,Moniquira,Boyaca,8.153,12.58,16.11,22.08,25.2,19.65,18.84,17.88,20.03,22.76,19.0,12.92,215.20299999999997
Panelas,Motavita,Boyaca,4.4,5.1,7.95,10.55,11.9,9.8,9.0,9.2,8.7,11.05,10.26,4.8,102.71000000000001
Muzo,Muzo,Boyaca,9.714,11.03,14.0,19.07,19.03,13.29,9.692,10.0,15.53,19.75,15.82,10.96,167.886
Belencito,Nobsa,Boyaca,6.142,8.827,13.63,17.06,17.25,14.4,15.56,14.16,14.96,17.06,15.1,9.7,163.849
Nobsa,Nobsa,Boyaca,3.967,5.967,10.22,13.03,12.61,8.483,9.322,8.419,10.0,13.3,11.41,6.29,113.018
Nuevo Colon,Nuevo Colon,Boyaca,6.161,8.9,12.06,17.8,23.0,24.45,26.29,23.9,19.77,19.13,16.67,9.566,207.69700000000003
Otanche,Otanche,Boyaca,15.44,16.24,19.73,22.61,23.36,19.48,17.8,17.26,20.0,24.69,22.92,18.8,238.32999999999998
Pachavita,Pachavita,Boyaca,3.619,6.35,10.0,15.77,19.86,21.22,21.95,19.71,14.66,14.59,13.22,7.181,168.13000000000002
Paez,Paez,Boyaca,7.476,10.61,12.0,21.28,27.09,27.18,27.4,26.52,23.14,22.7,20.52,15.1,241.01600000000002
Cerezo El,Paipa,Boyaca,3.806,6.0,10.29,13.19,14.12,10.51,10.2,9.2,10.26,13.56,12.86,7.129,121.12500000000001
Palermo,Paipa,Boyaca,13.03,13.16,17.9,19.96,17.93,12.4,9.766,10.7,13.03,19.41,20.03,13.96,181.276
Tunguavita,Paipa,Boyaca,7.031,10.0,14.18,18.81,20.43,17.03,17.09,16.68,17.46,19.87,17.51,11.51,187.601
Corinto,Pajarito,Boyaca,,,,,,,,,,,,,
Pajarito,Pajarito,Boyaca,4.461,5.73,10.33,18.11,22.92,23.84,26.15,25.28,22.28,20.57,15.61,8.083,203.364
Pauna,Pauna,Boyaca,10.4,14.0,15.35,19.38,18.55,12.0,9.095,8.809,14.78,21.52,17.55,13.7,175.134
Pesca,Pesca,Boyaca,3.871,6.225,9.5,14.29,17.35,15.25,16.19,15.06,14.93,15.93,13.38,6.4,148.376
Pto Boyaca,Puerto Boyaca,Boyaca,6.791,10.62,13.43,17.82,20.37,17.5,15.56,15.69,18.75,20.68,16.04,9.782,183.03300000000002
Pto Nino,Puerto Boyaca,Boyaca,3.84,7.083,8.75,12.45,13.4,9.52,9.32,9.36,12.88,14.08,10.88,6.5,118.06299999999999
Trique El,Puerto Boyaca,Boyaca,5.083,7.26,9.347,14.41,13.95,10.58,9.333,10.45,13.87,15.17,11.95,7.333,128.73600000000002
Ramiriqui,Ramiriqui,Boyaca,6.166,8.633,12.23,18.16,22.63,23.86,24.93,23.13,19.43,18.57,17.03,9.103,203.872
Villa Luisa,Ramiriqui,Boyaca,,,,,,,,,,,,,
Raquira,Raquira,Boyaca,5.129,7.032,10.51,11.8,10.16,5.612,4.482,4.357,6.533,12.6,12.19,7.096,97.50099999999999
Rondon,Rondon,Boyaca,9.807,12.0,15.14,21.35,25.39,26.6,28.03,26.75,22.85,22.71,21.89,15.53,248.047
Saboya La Granja,Saboya,Boyaca,5.64,9.0,12.76,17.26,14.84,9.192,7.64,7.692,11.32,17.24,14.84,7.961,135.385
Minas Las,Samaca,Boyaca,4.85,7.9,10.33,12.55,14.38,15.38,17.19,14.55,11.2,12.6,12.04,7.19,140.16
Villa Carmen,Samaca,Boyaca,5.931,8.724,11.89,15.1,15.63,14.93,15.24,14.68,12.96,15.3,14.83,9.4,154.61500000000004
San Luis de Gaceno,San Luis de Gaceno,Boyaca,4.478,6.434,9.913,19.3,24.34,25.3,25.86,23.69,18.95,18.85,15.36,8.434,200.90899999999996
Chapeton El,San Mateo,Boyaca,1.3,3.45,5.3,12.45,13.2,9.7,7.15,7.421,10.68,13.05,8.052,3.368,95.12100000000001
Borbur 2,San Pablo de Borbur,Boyaca,9.391,12.16,14.6,18.92,19.2,15.28,14.7,15.43,16.96,20.69,18.0,12.8,188.13100000000003
Cachipay,Santa Maria,Boyaca,8.2,10.86,13.86,20.93,26.8,27.13,28.73,27.07,23.5,24.14,20.6,14.13,245.94999999999996
Casa de Maquinas,Santa Maria,Boyaca,,,,,,,,,,,,,
Nazareth,Santa Maria,Boyaca,4.894,7.65,10.85,20.31,24.86,26.45,26.05,24.23,21.7,21.38,18.0,11.95,218.32399999999996
Piedra Campana,Santa Maria,Boyaca,6.709,7.766,10.96,19.77,25.45,26.0,26.48,23.93,20.66,20.93,18.06,11.13,217.845
Sitio Presa,Santa Maria,Boyaca,,,,,,,,,,,,,
Sta Maria,Santa Maria,Boyaca,8.73,9.23,14.38,21.84,27.57,27.57,27.92,25.72,22.73,22.8,19.92,14.41,242.82000000000002
Creciente La,Santa Rosa de Viterbo,Boyaca,5.21,7.526,10.05,12.84,12.36,7.157,8.842,7.473,9.0,13.42,11.26,6.105,111.24300000000001
Sta Rosa D Viterbo,Santa Rosa de Viterbo,Boyaca,6.166,8.806,13.51,16.83,16.67,12.41,13.12,12.54,13.38,17.17,15.67,8.903,155.17499999999995
Comoda La,Santana,Boyaca,7.766,10.0,12.41,18.32,20.32,17.32,16.13,16.72,17.86,19.92,15.79,10.64,183.19600000000003
Sativanorte,Sativanorte,Boyaca,6.5,10.46,14.3,19.0,18.53,15.19,15.42,16.19,16.3,18.92,16.65,11.3,178.76000000000002
Sta Rosita,Sativanorte,Boyaca,4.192,8.346,10.92,15.61,13.87,8.291,10.16,9.48,11.84,15.2,13.46,7.076,128.445
Siachoque,Siachoque,Boyaca,3.967,5.366,9.806,15.46,18.8,17.06,16.66,15.36,14.5,15.73,16.09,7.258,156.05700000000002
Chapa La,Socha,Boyaca,4.823,8.529,13.5,18.17,18.94,16.7,15.94,15.76,16.58,17.64,14.8,10.8,172.18200000000002
Curital,Socha,Boyaca,4.538,6.807,10.42,13.65,14.26,12.46,16.15,15.38,12.8,14.7,12.11,6.538,139.813
Aposentos,Socota,Boyaca,2.827,4.689,6.62,10.72,9.892,6.31,5.241,5.758,7.448,10.22,10.13,5.103,84.958
Cardon El,Socota,Boyaca,8.8,13.42,18.57,24.07,27.69,28.57,29.28,29.53,27.88,27.38,21.84,15.88,272.90999999999997
Apto A Lleras C,Sogamoso,Boyaca,5.21,7.421,11.26,15.78,17.52,14.42,16.83,14.94,15.36,16.47,14.63,9.0,158.841
Cintas Las,Sogamoso,Boyaca,5.535,8.357,12.66,17.27,21.56,22.43,25.56,24.53,19.62,18.46,15.8,9.566,201.34800000000004
Crucero El Villita,Sogamoso,Boyaca,2.344,4.633,8.333,11.5,13.63,12.66,15.53,13.37,11.6,13.1,10.89,4.866,122.456
Sena,Sogamoso,Boyaca,6.15,7.944,12.4,16.04,16.09,13.59,14.59,13.81,14.9,16.71,14.31,8.909,155.443
Venecia Hda,Sogamoso,Boyaca,3.615,5.538,9.666,12.62,15.07,11.69,11.64,10.42,11.92,13.46,11.17,5.629,122.43800000000002
Somondoco,Somondoco,Boyaca,3.0,4.133,6.833,10.63,14.03,14.9,16.13,13.0,10.48,9.107,7.966,4.034,114.24300000000001
Sotaquira,Sotaquira,Boyaca,5.871,8.193,12.06,16.45,17.96,14.12,12.83,13.0,12.61,15.53,14.96,8.032,151.616
Susacon,Susacon,Boyaca,4.8,7.533,10.93,14.4,14.46,8.866,7.266,7.8,11.5,15.13,13.83,7.933,124.44799999999998
Sutatenza,Sutatenza,Boyaca,6.333,7.625,12.5,17.78,22.95,24.91,25.45,23.41,18.54,17.0,14.87,9.875,201.243
Tasco,Tasco,Boyaca,4.741,6.29,10.58,14.45,13.74,11.19,11.54,10.9,11.45,14.0,13.19,6.838,128.909
Valle Grande,Tenza,Boyaca,5.812,7.687,11.31,14.43,21.18,22.43,23.56,21.6,15.86,15.33,13.25,8.125,180.57400000000004
Tibana,Tibana,Boyaca,5.533,7.1,10.63,16.53,21.66,22.86,23.96,23.48,18.62,17.62,14.73,8.033,190.75599999999997
San Rafael,Tibasosa,Boyaca,6.7,8.827,13.23,17.6,18.63,14.3,17.63,15.46,15.7,17.86,16.27,10.48,172.68699999999995
Tibasosa,Tibasosa,Boyaca,3.206,4.517,8.689,11.48,12.33,7.466,6.724,6.2,8.233,11.96,9.4,5.533,95.73800000000001
Arrayanes Los,Tinjaca,Boyaca,4.2,6.266,8.4,14.06,10.8,5.2,5.466,5.933,6.866,14.8,12.06,8.4,102.45100000000001
Casa Amarilla,Toca,Boyaca,2.923,5.538,8.592,12.77,13.59,13.37,14.42,13.4,12.11,12.92,11.61,5.576,126.81899999999999
Garrocho El,Toca,Boyaca,3.076,4.423,8.8,11.4,12.55,8.814,8.481,8.333,8.666,11.08,12.44,5.703,103.76599999999999
Hotel El,Toca,Boyaca,2.217,3.217,6.833,10.29,10.58,9.958,8.333,6.956,6.565,10.08,9.125,3.826,87.97999999999999
San Cristobal,Toca,Boyaca,4.833,6.655,11.83,15.34,17.4,16.03,15.2,13.63,14.23,15.51,14.4,7.75,152.808
San Pedro,Toca,Boyaca,2.269,3.884,8.692,12.76,12.11,9.884,9.153,8.038,8.4,11.37,10.46,4.73,101.75000000000001
Tota,Tota,Boyaca,3.421,6.2,10.25,15.15,16.6,15.2,17.8,17.4,15.05,16.35,13.7,6.578,153.69899999999998
U P T C,Tunja,Boyaca,5.612,8.129,12.64,16.7,18.93,18.25,18.77,18.48,16.48,17.61,15.93,9.935,177.466
Turmeque,Turmeque,Boyaca,6.466,6.8,9.9,15.43,22.34,24.16,26.33,25.06,21.4,19.34,17.96,10.66,205.846
Azulejos Los,Tuta,Boyaca,6.791,8.25,13.33,18.0,19.16,15.2,15.08,14.41,15.39,18.3,16.04,9.695,169.646
San Antonio,Tuta,Boyaca,4.034,5.62,8.793,12.62,12.86,9.392,9.0,9.069,10.32,13.17,11.82,6.206,112.90400000000001
Capilla La,Tutaza,Boyaca,8.15,11.4,14.75,19.55,18.9,12.7,14.05,13.6,15.2,17.94,17.55,10.55,174.34
Tutasa,Tutaza,Boyaca,4.538,7.84,11.5,16.34,13.34,9.769,9.88,9.64,10.96,15.12,13.07,6.692,128.68900000000002
Umbita,Umbita,Boyaca,4.758,7.8,10.5,16.53,21.36,22.0,23.53,22.21,19.03,17.72,14.79,7.833,188.061
Ventaquemada,Ventaquemada,Boyaca,5.133,6.433,10.03,14.63,18.56,21.43,23.3,21.13,15.26,15.48,12.8,7.233,171.419
Emporio Hda El,Villa de Leyva,Boyaca,3.6,5.741,8.322,9.806,8.258,4.258,3.354,3.258,6.033,11.33,10.73,5.516,80.206
Villa de Leiva,Villa de Leyva,Boyaca,9.0,11.15,13.85,16.19,14.77,10.72,9.272,9.545,11.27,16.04,16.27,11.72,149.797
Zetaquira,Zetaquira,Boyaca,6.129,7.166,9.677,17.2,22.67,25.16,25.64,22.58,18.35,17.57,15.6,10.3,198.04199999999997
Aguadas,Aguadas,Caldas,8.807,10.54,14.03,18.0,20.57,15.67,12.53,13.17,18.78,20.42,16.96,12.03,181.507
Guaimaral,Aguadas,Caldas,6.0,6.125,9.5,14.25,16.0,10.18,9.75,11.43,15.87,15.62,13.53,8.625,136.88000000000002
Maria La,Aguadas,Caldas,8.6,9.066,11.06,14.45,15.83,13.03,10.23,12.03,13.38,15.9,14.19,10.0,147.76600000000002
Pintada La Alertas,Aguadas,Caldas,7.111,7.666,8.666,12.94,15.15,11.11,10.47,11.88,16.42,15.84,14.11,10.05,141.413
Sub Anserma,Anserma,Caldas,9.125,9.812,12.56,16.56,17.43,12.86,12.18,12.06,15.43,18.18,16.5,12.14,164.837
Sub Aranzazu,Aranzazu,Caldas,12.06,12.43,16.31,21.56,21.81,14.75,11.93,14.06,18.81,23.18,20.0,15.4,202.3
Cenicafe,Chinchina,Caldas,15.64,15.44,19.64,23.0,24.44,21.16,17.2,19.24,21.28,24.88,22.32,18.0,242.23999999999998
Naranjal,Chinchina,Caldas,16.96,15.8,20.2,23.16,24.84,21.68,17.76,19.24,21.4,24.84,22.4,18.28,246.56000000000003
Idema-Dorada,La Dorada,Caldas,4.961,6.192,9.423,12.22,12.7,7.518,7.148,8.148,11.42,16.2,12.79,7.576,116.29599999999999
Sub Dorada,La Dorada,Caldas,5.125,6.937,10.2,14.43,15.25,8.666,7.312,8.75,12.31,17.12,14.53,9.2,129.83
Agronomia,Manizales,Caldas,15.12,15.48,19.08,22.16,23.45,18.36,15.16,17.24,21.12,24.24,21.12,15.8,228.33000000000004
Apto La Nubia,Manizales,Caldas,14.3,14.8,19.93,22.93,24.46,20.03,17.16,17.03,20.65,25.09,20.32,16.29,232.99
Esperanza La,Manizales,Caldas,9.379,10.86,14.72,19.37,21.31,16.75,14.55,12.75,17.72,21.06,18.37,12.17,189.009
Montevideo,Manizales,Caldas,10.83,10.94,14.23,17.35,17.35,12.41,11.77,12.88,15.22,18.41,16.37,11.64,169.39999999999998
San Cancio Planta,Manizales,Caldas,9.611,10.66,13.66,16.35,16.72,12.5,9.833,11.22,16.16,19.5,17.66,11.82,165.694
Sub Alta Suiza,Manizales,Caldas,10.0,10.81,14.56,17.62,17.5,12.18,10.33,11.31,15.75,19.12,16.81,12.6,168.59
Sub Chipre,Manizales,Caldas,11.29,10.76,14.17,18.58,18.47,13.35,11.52,12.52,16.7,20.47,17.7,12.93,178.45999999999998
Sub La Uribe,Manizales,Caldas,9.823,10.58,14.35,18.68,18.0,12.68,10.94,12.11,15.23,18.11,16.7,11.29,168.49299999999997
Sub Marmato,Manizales,Caldas,10.94,11.27,15.17,18.38,18.88,13.66,10.72,12.22,16.5,19.44,17.55,12.47,177.20000000000002
Llanadas,Manzanares,Caldas,16.88,17.31,20.63,22.42,22.57,14.47,12.1,14.52,19.27,24.33,23.1,17.23,224.82999999999998
Manzanares,Manzanares,Caldas,16.57,17.42,20.03,22.29,22.11,14.74,11.51,14.25,19.18,22.8,22.17,17.88,220.95000000000005
Marquetalia,Marquetalia,Caldas,13.88,14.17,16.31,17.79,16.96,10.68,8.7,11.3,15.0,17.13,17.66,14.9,174.48
Sub Marquetalia,Marquetalia,Caldas,11.31,13.12,15.43,17.56,16.33,9.25,8.437,11.26,15.62,19.25,17.56,15.86,170.98700000000002
Cristalina La,Neira,Caldas,14.06,14.13,18.75,20.37,20.85,14.5,11.21,13.82,18.24,22.1,20.6,15.76,204.39
Neira,Neira,Caldas,11.18,12.53,16.29,18.55,19.55,13.69,11.56,13.66,17.19,20.73,18.48,14.11,187.51999999999998
Norcasia Radio,Norcasia,Caldas,8.21,9.526,9.952,13.66,12.9,8.666,8.047,10.0,13.04,14.2,13.7,10.95,132.851
Pacora Plaza Feria,Pacora,Caldas,12.35,14.25,17.5,20.92,23.14,18.57,15.14,16.78,21.0,23.66,20.96,15.07,219.34000000000003
Arauca,Palestina,Caldas,9.0,9.172,11.75,14.92,15.32,11.86,10.62,10.62,13.41,14.72,14.51,9.896,145.798
Luker Gja,Palestina,Caldas,13.7,13.2,16.0,20.25,21.45,17.87,15.0,16.16,18.95,21.17,19.87,15.0,208.62
Plta Insula,Palestina,Caldas,10.68,9.937,12.31,16.94,17.47,13.23,12.58,12.52,14.05,16.93,15.41,11.43,163.487
Santagueda,Palestina,Caldas,13.38,13.8,16.8,20.46,21.8,19.0,15.53,16.73,19.23,21.34,20.42,15.92,214.41
Bolivia,Pensilvania,Caldas,17.94,17.68,20.52,22.89,21.63,14.38,11.94,15.57,21.5,24.84,23.78,20.36,233.02999999999997
Higueron,Pensilvania,Caldas,10.06,12.66,14.86,16.93,15.93,8.6,8.666,9.2,14.8,17.78,16.91,12.9,159.296
Libano,Pensilvania,Caldas,13.88,14.76,19.11,20.27,18.11,11.0,8.555,12.11,17.44,20.52,20.52,15.31,191.58500000000004
San Daniel,Pensilvania,Caldas,14.17,14.82,16.58,18.05,17.17,10.82,9.411,12.29,14.76,19.81,20.31,16.26,184.451
San Jose Pensilvan,Pensilvania,Caldas,15.0,16.69,19.79,21.2,20.21,12.87,10.65,12.75,18.87,21.04,21.17,17.83,208.07
Chancos Los,Riosucio,Caldas,10.27,12.05,14.94,17.77,20.77,13.27,11.94,12.22,16.41,20.47,19.72,14.05,183.88
Palestina,Riosucio,Caldas,14.18,13.31,18.06,21.93,22.5,17.06,14.06,14.43,19.31,24.53,21.66,15.71,216.74
Llanadas Salamina,Salamina,Caldas,,,,,,,,,,,,,
Belen,Samana,Caldas,18.66,16.88,19.05,21.83,21.5,14.7,11.61,15.5,20.44,24.11,24.22,21.88,230.38000000000002
Palma La,Samana,Caldas,19.21,17.63,18.36,21.83,20.0,13.21,11.36,14.26,19.78,24.78,24.68,23.66,228.76000000000002
Samana,Samana,Caldas,20.86,19.37,20.45,23.12,23.04,15.91,14.2,15.91,20.52,24.69,25.82,24.4,248.29
Rafael Escobar,Supia,Caldas,12.96,12.96,15.68,19.0,20.8,15.44,13.4,15.08,18.88,21.56,21.0,14.32,201.08
Canaveral,Victoria,Caldas,13.5,13.79,16.76,19.24,18.28,12.68,10.32,12.0,18.08,21.92,21.24,18.76,196.57
Sub Canaveral,Victoria,Caldas,12.66,12.25,13.29,15.75,15.45,8.652,8.0,11.0,15.2,19.25,20.0,14.79,166.292
Victoria La,Victoria,Caldas,10.92,10.96,13.84,16.53,15.12,9.846,9.2,9.73,15.26,19.3,19.11,14.61,164.42600000000004
Brisas Las,Villamaria,Caldas,,,,,,,,,,,,,
Montenegro,Villamaria,Caldas,10.43,12.0,16.43,20.87,20.06,13.5,12.68,11.43,17.5,20.93,21.0,15.33,192.16000000000003
Papayal,Villamaria,Caldas,11.41,12.51,15.72,19.03,20.65,17.27,11.79,12.24,17.0,21.06,18.93,12.5,190.11
Samaria La,Viterbo,Caldas,8.533,9.733,13.31,17.0,16.73,13.0,11.28,11.87,13.86,17.43,16.26,11.38,160.386
Sub Viterbo,Viterbo,Caldas,9.333,9.312,11.82,14.75,16.29,11.82,11.47,11.11,12.52,15.88,14.37,10.42,149.09499999999997
Mono La,Belen de Los Andaquies,Caqueta,12.03,14.51,19.67,22.8,23.67,22.96,22.51,19.29,19.33,19.1,18.41,13.48,227.75999999999996
Cartagena D Chaira,Cartagena del Chaira,Caqueta,4.857,7.0,12.6,16.56,18.75,20.25,20.43,10.56,10.68,10.6,10.8,4.4,147.48700000000002
Maguare,El Doncello,Caqueta,8.035,11.82,17.39,21.82,23.48,23.89,22.9,20.23,19.0,18.93,16.48,10.24,214.215
Apto G Artunduaga,Florencia,Caqueta,11.62,14.57,20.42,23.71,26.59,25.75,25.14,22.57,20.82,21.4,19.17,14.32,246.07999999999998
Larandia,Florencia,Caqueta,7.0,10.06,15.62,19.62,20.68,20.25,19.62,16.68,15.0,15.31,12.93,8.625,181.395
Macagual,Florencia,Caqueta,11.27,14.13,19.9,23.45,25.68,25.5,24.22,21.86,20.33,20.86,17.45,13.57,238.21999999999997
Maracaibo,Florencia,Caqueta,7.8,10.86,16.5,20.87,22.81,20.43,19.81,17.68,16.43,16.43,14.0,9.062,192.68200000000004
Milan,Milan,Caqueta,5.933,9.133,12.86,15.25,17.25,17.86,16.26,13.86,11.18,12.53,10.66,7.8,150.57600000000002
San Antonio Getuch,Milan,Caqueta,6.062,9.062,13.4,19.46,21.31,19.0,18.25,13.93,12.37,13.06,10.5,5.5,161.904
Pto Rico,Puerto Rico,Caqueta,9.423,12.84,18.85,24.11,25.14,26.33,25.46,22.85,20.33,21.44,18.85,11.54,237.16299999999995
San Jose de Fragua,San Jose del Fragua,Caqueta,15.0,16.33,22.21,24.79,25.56,25.26,24.65,22.79,21.58,21.45,21.37,18.86,259.85
San Vicente Caguan,San Vicente del Caguan,Caqueta,,,,,,,,,,,,,
Sta Rosa Caguan,San Vicente del Caguan,Caqueta,5.2,9.812,14.75,20.43,21.18,21.5,18.37,17.43,15.81,16.87,12.5,6.562,180.41400000000002
Araracuara,Solano,Caqueta,13.05,15.87,17.7,22.55,25.22,22.94,23.11,20.7,19.05,18.62,18.33,14.52,231.66
Cordoba,Solano,Caqueta,6.25,9.533,13.31,17.56,17.88,18.94,17.5,14.29,13.88,12.29,10.64,7.823,159.896
Estrechos Los,Solano,Caqueta,8.187,10.93,13.93,19.5,20.33,20.81,17.75,15.56,14.62,14.0,13.25,12.56,181.427
Valparaiso,Valparaiso,Caqueta,10.56,13.68,17.73,20.84,21.84,23.0,22.07,19.87,17.52,17.08,14.66,11.5,210.35
Aguazul,Aguazul,Casanare,1.75,5.55,8.0,16.63,19.73,21.1,20.55,19.11,17.22,15.35,10.38,3.117,158.48699999999997
San Jose,Aguazul,Casanare,0.666,2.652,4.087,11.16,12.32,12.78,12.48,11.4,10.04,9.478,6.26,1.5,94.82300000000001
Tamarindo,Aguazul,Casanare,1.095,3.523,5.136,13.09,15.5,16.68,15.5,13.76,11.59,11.27,6.19,2.523,115.857
Chameza,Chameza,Casanare,6.56,8.28,11.72,20.33,23.4,24.16,24.04,22.64,20.12,19.66,16.58,9.043,206.53300000000002
Cabuya La,Hato Corozal,Casanare,,,,,,,,,,,,,
San Salvador,Hato Corozal,Casanare,1.357,2.133,3.571,7.466,10.26,13.26,11.86,11.33,9.533,7.666,5.285,1.866,85.58699999999999
Poyata La,Mani,Casanare,,,,,,,,,,,,,
Pto Texas,Mani,Casanare,,,,,,,,,,,,,
Macucuana,Orocue,Casanare,1.466,3.375,4.687,10.6,14.81,15.6,16.46,12.66,12.56,11.87,8.312,3.187,115.587
Modulos,Orocue,Casanare,1.714,5.238,6.523,15.1,20.95,21.04,21.44,20.72,16.47,15.75,10.45,5.2,160.59499999999997
Orocue,Orocue,Casanare,1.421,4.3,5.5,12.1,17.95,18.14,19.8,19.23,15.36,13.09,9.809,4.6,141.3
Reventonera,Sabanalarga,Casanare,2.235,4.058,5.0,13.82,20.35,20.29,21.76,19.7,17.11,16.93,13.18,6.529,160.96200000000002
Pte Quemado,Sacama,Casanare,,,,,,,,,,,,,
San Luis  Palenque,San Luis de Palenque,Casanare,0.96,2.92,3.458,8.48,10.54,12.91,12.76,10.56,8.64,8.16,5.583,2.2,87.171
Tablon De Tamara,Tamara,Casanare,1.25,2.785,4.464,9.692,13.89,15.48,14.77,12.19,11.57,11.46,7.464,2.678,107.69300000000001
Pradera La,Tauramena,Casanare,0.5,3.045,4.05,9.8,14.76,15.23,15.54,13.8,13.35,13.5,7.0,1.523,112.098
Tauramena,Tauramena,Casanare,2.588,4.944,8.444,17.0,20.0,21.26,21.73,17.84,16.76,15.16,12.0,5.888,163.614
Apto Yopal,Yopal,Casanare,1.312,4.933,7.0,14.71,16.73,17.81,18.0,17.37,15.35,14.56,9.937,4.533,142.245
Morro El,Yopal,Casanare,1.541,5.125,7.375,16.34,19.79,18.69,19.54,17.95,16.47,16.7,11.25,3.958,154.729
Yopal,Yopal,Casanare,0.863,3.333,5.409,12.57,17.13,18.0,16.9,14.31,12.18,11.45,7.136,1.952,121.23299999999999
Balboa,Balboa,Cauca,11.27,9.21,11.6,10.75,9.35,5.7,4.1,4.3,7.5,14.9,17.0,12.65,118.33000000000001
Bolivar,Bolivar,Cauca,15.25,14.28,15.71,17.35,17.32,9.678,5.666,6.23,9.963,18.67,20.32,17.19,167.62699999999998
Guachicono,Bolivar,Cauca,9.4,8.482,9.466,9.793,9.642,6.241,3.133,3.8,6.6,12.46,14.0,10.75,103.767
Milagros Los,Bolivar,Cauca,16.32,14.76,18.84,19.08,17.36,12.08,10.28,9.12,11.44,18.6,21.29,19.08,188.25
Rodeo El,Bolivar,Cauca,11.22,10.35,11.5,12.67,12.11,6.428,3.444,3.928,7.642,14.71,16.82,12.92,123.742
Balsa La,Buenos Aires,Cauca,,,,,,,,,,,,,
Buenos Aires,Buenos Aires,Cauca,12.31,11.63,13.68,15.72,14.27,9.454,6.809,6.0,10.09,16.36,17.0,13.57,146.89299999999997
Catalina La,Buenos Aires,Cauca,12.39,12.32,15.03,17.17,15.75,10.96,7.25,7.392,11.89,17.46,18.1,14.67,160.38199999999998
Ovejas Abajo Alert,Buenos Aires,Cauca,9.882,10.17,13.23,13.29,12.29,7.294,5.705,5.176,8.437,13.37,13.43,11.26,123.534
Silencioso El,Buenos Aires,Cauca,11.59,11.8,14.7,17.75,18.14,12.57,8.071,8.75,13.96,19.89,19.57,14.92,171.71099999999998
Dinde,Cajibio,Cauca,20.32,18.4,20.44,21.28,21.44,16.6,11.76,11.28,16.76,21.8,21.52,20.68,222.28
Rosario El,Cajibio,Cauca,17.89,15.82,16.13,17.41,16.78,12.58,8.724,8.965,12.31,19.17,20.28,20.29,186.349
Venta de Cajibio,Cajibio,Cauca,18.57,18.08,20.34,22.0,21.4,14.57,9.423,10.0,15.46,22.0,23.04,21.04,215.92299999999997
Aguada La,Caldono,Cauca,13.07,13.42,16.69,18.0,15.8,10.26,7.423,6.961,10.96,19.19,18.07,15.8,165.644
Bocatoma Alertas,Caloto,Cauca,9.631,8.578,10.73,13.1,10.21,6.0,3.684,3.947,7.105,12.36,12.42,10.31,108.075
Caloto,Caloto,Cauca,8.607,7.777,11.14,12.92,9.142,5.892,4.107,4.75,7.785,12.46,12.78,10.11,107.47000000000001
Guachene,Caloto,Cauca,9.625,10.35,11.82,12.88,12.11,8.823,5.352,6.176,8.411,16.0,13.64,11.94,127.12700000000001
Rio Palo,Caloto,Cauca,10.03,10.5,12.29,13.77,11.34,7.888,4.535,5.75,8.821,15.21,15.5,11.6,127.23400000000001
Trapiche El,Caloto,Cauca,11.17,11.41,13.58,16.72,15.33,10.72,7.666,8.111,11.5,20.22,17.5,14.88,158.807
