NOMBRE,MUNICIPIO,DEPARTAMENTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
Corinto,Pajarito,Boyaca,48.94,65.6,134.1,266.5,346.8,367.8,402.8,315.2,355.1,318.7,219.4,61.99,2902.93
Pajarito,Pajarito,Boyaca,27.27,57.78,155.1,336.4,518.3,541.6,622.9,560.4,506.2,399.8,219.2,71.2,4016.15
Pauna,Pauna,Boyaca,111.9,160.0,241.4,310.9,256.6,116.7,91.93,89.62,198.5,311.7,323.3,167.7,2380.25
Pesca,Pesca,Boyaca,11.93,27.85,51.2,84.67,100.6,69.27,63.57,57.35,65.12,85.69,73.59,27.08,717.92
Pto Boyaca,Puerto Boyaca,Boyaca,64.44,112.0,153.4,246.0,234.1,154.3,142.5,154.7,239.2,295.0,191.4,98.86,2085.9
Pto Nino,Puerto Boyaca,Boyaca,64.97,102.5,153.6,251.9,245.3,145.3,155.3,158.4,253.6,289.4,202.7,113.7,2136.67
Trique El,Puerto Boyaca,Boyaca,75.97,119.0,152.4,258.2,252.6,152.8,143.3,150.4,238.0,293.4,217.4,106.7,2160.17
Ramiriqui,Ramiriqui,Boyaca,20.18,33.51,58.85,105.1,147.8,144.5,144.1,113.0,93.96,115.2,94.06,37.9,1108.16
Villa Luisa,Ramiriqui,Boyaca,19.32,39.23,49.18,80.22,123.7,110.4,118.7,90.38,77.65,105.4,90.54,38.11,942.83
Raquira,Raquira,Boyaca,51.41,81.33,135.9,145.7,107.6,41.99,30.35,34.32,71.56,166.3,140.2,70.37,1077.03
Rondon,Rondon,Boyaca,36.7,62.33,93.61,188.2,249.2,263.6,271.2,226.5,163.9,191.8,174.5,81.41,2002.95
Saboya La Granja,Saboya,Boyaca,38.11,84.03,120.4,178.0,138.6,77.59,61.1,59.47,114.5,197.6,144.0,68.07,1281.47
Minas Las,Samaca,Boyaca,34.24,58.08,91.05,99.18,88.86,73.58,78.49,57.07,62.04,105.9,99.7,49.18,897.37
Villa Carmen,Samaca,Boyaca,30.67,48.69,78.76,95.09,71.08,42.29,33.06,33.65,51.61,93.88,95.65,41.75,716.18
San Luis de Gaceno,San Luis de Gaceno,Boyaca,35.46,85.9,131.3,392.8,529.8,555.0,545.0,451.1,375.8,321.2,218.4,83.61,3725.37
Chapeton El,San Mateo,Boyaca,7.395,26.57,41.62,127.8,113.1,90.78,59.31,64.11,111.0,154.6,91.15,31.54,918.975
Borbur 2,San Pablo de Borbur,Boyaca,67.96,109.9,151.3,211.1,253.3,149.0,125.7,134.9,198.6,250.5,204.9,112.5,1969.66
Cachipay,Santa Maria,Boyaca,62.42,111.7,188.6,409.6,602.2,644.6,654.2,527.6,402.7,428.1,290.5,153.6,4475.82
Casa de Maquinas,Santa Maria,Boyaca,68.56,109.6,176.6,422.2,588.7,653.9,650.7,502.4,423.9,388.9,277.3,155.8,4418.56
Nazareth,Santa Maria,Boyaca,41.34,81.67,146.4,343.1,525.2,598.1,590.0,509.5,385.3,363.9,298.8,164.0,4047.31
Piedra Campana,Santa Maria,Boyaca,66.04,102.4,175.3,419.5,599.8,624.1,614.3,482.4,405.5,427.8,306.6,148.8,4372.54
Sitio Presa,Santa Maria,Boyaca,59.4,102.1,181.8,367.9,461.2,532.7,523.9,431.3,325.9,321.2,218.4,120.7,3646.5
Sta Maria,Santa Maria,Boyaca,67.14,102.2,200.0,454.6,633.3,708.2,649.5,529.2,422.9,467.5,320.2,165.0,4719.74
Creciente La,Santa Rosa de Viterbo,Boyaca,22.52,47.66,79.42,116.3,113.5,49.27,40.39,44.08,69.66,125.9,102.7,45.12,856.52
Sta Rosa D Viterbo,Santa Rosa de Viterbo,Boyaca,26.08,45.38,87.67,146.9,131.3,64.56,52.41,55.04,81.17,143.1,106.2,44.98,984.79
Comoda La,Santana,Boyaca,79.77,110.8,151.8,230.9,299.6,206.6,203.1,190.8,259.4,258.5,203.5,115.9,2310.67
Sativanorte,Sativanorte,Boyaca,37.36,62.04,106.1,160.0,121.7,51.32,45.0,54.75,90.85,163.8,146.6,68.86,1108.38
Sta Rosita,Sativanorte,Boyaca,33.66,68.2,97.12,157.2,128.6,60.95,65.2,66.57,109.0,161.0,119.3,52.7,1119.5
Siachoque,Siachoque,Boyaca,14.14,24.15,51.02,94.23,109.7,77.27,67.97,52.69,67.68,98.79,82.3,28.49,768.43
Chapa La,Socha,Boyaca,18.81,50.02,86.03,145.9,118.8,62.82,50.37,48.57,75.49,113.0,96.47,59.03,925.31
Curital,Socha,Boyaca,32.73,48.12,74.7,135.5,108.0,75.71,80.61,72.31,78.81,126.0,104.0,42.84,979.33
Aposentos,Socota,Boyaca,24.23,38.0,58.0,120.7,88.91,38.76,27.14,36.31,67.34,113.0,101.0,37.03,750.42
Cardon El,Socota,Boyaca,29.5,65.62,96.21,217.3,304.9,392.5,452.0,371.3,256.0,204.5,118.2,68.28,2576.31
Apto A Lleras C,Sogamoso,Boyaca,20.84,32.38,64.31,95.59,86.67,52.3,43.8,44.34,65.16,96.22,82.56,28.2,712.37
Cintas Las,Sogamoso,Boyaca,20.54,34.55,66.93,112.9,121.7,132.0,177.5,135.3,105.2,105.2,91.84,38.32,1141.98
Crucero El Villita,Sogamoso,Boyaca,11.98,29.8,63.85,108.4,95.1,70.94,81.94,70.9,71.13,90.23,81.03,31.11,806.41
Sena,Sogamoso,Boyaca,27.08,38.87,74.92,109.4,94.71,51.55,43.5,40.65,65.43,97.67,80.98,36.29,761.05
Venecia Hda,Sogamoso,Boyaca,19.88,30.46,63.58,101.0,101.5,59.08,46.72,46.93,66.54,89.9,74.6,31.68,731.87
Somondoco,Somondoco,Boyaca,15.12,35.1,57.21,120.9,164.6,181.2,197.5,152.8,106.4,84.48,63.46,28.34,1207.11
Sotaquira,Sotaquira,Boyaca,40.67,71.56,98.83,155.2,157.5,104.6,79.8,83.63,97.41,159.7,126.5,66.34,1241.74
Susacon,Susacon,Boyaca,33.32,69.77,127.7,203.6,198.2,75.51,49.37,57.99,138.7,187.9,165.3,69.59,1376.95
Sutatenza,Sutatenza,Boyaca,18.44,29.36,52.81,108.2,161.7,176.0,181.8,144.2,102.3,88.9,68.65,26.9,1159.26
Tasco,Tasco,Boyaca,26.28,44.71,84.11,124.5,96.15,49.1,42.41,43.56,63.04,96.67,80.7,36.03,787.26
Valle Grande,Tenza,Boyaca,22.85,30.88,58.65,105.0,187.1,197.2,234.1,165.8,119.5,108.0,81.71,38.53,1349.32
Tibana,Tibana,Boyaca,15.23,27.07,45.01,83.64,122.3,122.5,126.0,107.7,91.89,95.95,69.83,26.17,933.29
San Rafael,Tibasosa,Boyaca,24.71,42.41,74.42,114.1,109.0,62.69,47.19,50.63,73.3,111.5,96.3,37.5,843.75
Tibasosa,Tibasosa,Boyaca,24.6,41.15,84.27,120.1,105.1,58.68,50.81,53.5,70.48,108.2,89.76,43.97,850.62
Arrayanes Los,Tinjaca,Boyaca,57.97,79.75,123.1,195.7,148.0,52.27,49.37,51.08,103.0,215.8,182.5,101.3,1359.84
Casa Amarilla,Toca,Boyaca,12.28,36.9,51.84,100.4,101.9,84.22,71.78,57.29,64.74,95.72,96.08,37.73,810.88
Garrocho El,Toca,Boyaca,13.25,31.68,59.51,88.52,80.64,49.04,39.4,43.08,48.85,104.9,96.31,35.93,691.11
Hotel El,Toca,Boyaca,13.78,22.04,54.85,88.36,89.52,61.97,42.75,41.64,49.04,99.58,82.22,33.33,679.08
San Cristobal,Toca,Boyaca,14.0,35.31,63.21,84.81,87.17,57.14,43.93,39.16,57.83,84.23,85.92,41.54,694.25
San Pedro,Toca,Boyaca,15.17,26.0,53.88,88.37,85.25,52.93,35.98,36.35,49.48,81.36,78.41,40.73,643.91
Tota,Tota,Boyaca,10.01,26.67,58.61,102.4,90.92,59.46,60.22,56.05,62.02,88.74,76.97,24.31,716.38
U P T C,Tunja,Boyaca,16.22,28.63,55.14,76.47,83.89,58.41,45.79,42.13,53.71,84.71,68.67,30.79,644.56
Turmeque,Turmeque,Boyaca,18.08,23.99,48.11,86.24,103.8,108.8,124.8,104.2,77.08,98.28,74.13,34.11,901.62
Azulejos Los,Tuta,Boyaca,20.61,41.29,73.51,110.3,105.8,62.91,51.22,54.65,76.21,123.5,92.57,45.25,857.82
San Antonio,Tuta,Boyaca,28.32,47.2,69.73,121.9,107.5,67.34,52.07,54.76,81.5,117.5,89.98,44.18,881.98
Capilla La,Tutaza,Boyaca,35.46,69.19,105.4,165.4,150.3,60.97,48.72,64.8,98.64,150.3,98.82,54.83,1102.83
Tutasa,Tutaza,Boyaca,39.91,73.44,114.3,166.2,138.0,64.05,60.14,71.95,103.0,154.0,120.3,55.56,1160.85
Umbita,Umbita,Boyaca,12.67,29.85,57.43,108.5,133.6,135.1,151.1,127.2,97.91,96.02,73.52,28.06,1050.96
Ventaquemada,Ventaquemada,Boyaca,25.65,40.34,73.35,125.3,129.7,135.7,149.7,130.6,104.1,116.1,92.92,47.61,1171.07
Emporio Hda El,Villa de Leyva,Boyaca,31.64,49.64,76.69,98.38,70.96,24.39,18.7,23.0,56.06,100.7,87.31,48.8,686.27
Villa de Leiva,Villa de Leyva,Boyaca,58.23,74.74,106.8,120.9,96.4,38.53,36.2,39.53,66.67,136.1,108.7,77.47,960.27
Zetaquira,Zetaquira,Boyaca,24.01,34.25,56.1,133.6,220.6,273.3,272.8,213.6,141.9,156.6,136.4,76.21,1739.37
Aguadas,Aguadas,Caldas,92.05,123.5,189.1,264.8,275.7,166.6,156.2,159.5,249.8,284.8,229.0,151.5,2342.55
Guaimaral,Aguadas,Caldas,86.85,80.42,134.0,191.5,225.0,128.0,109.5,161.5,219.2,237.0,185.8,131.5,1890.27
Maria La,Aguadas,Caldas,114.5,140.9,201.5,242.5,285.3,200.1,143.4,166.0,226.9,291.8,255.7,171.3,2439.9
Pintada La Alertas,Aguadas,Caldas,68.56,81.18,105.4,197.4,263.4,142.1,123.2,189.0,252.4,295.7,179.6,104.6,2002.54
Sub Anserma,Anserma,Caldas,103.0,102.5,143.6,228.4,228.1,181.0,142.4,149.3,199.2,225.6,185.7,102.7,1991.5
Sub Aranzazu,Aranzazu,Caldas,112.2,116.3,176.9,220.4,216.7,122.8,95.21,109.7,192.8,253.7,211.2,136.2,1964.11
Cenicafe,Chinchina,Caldas,167.7,154.5,203.3,270.1,266.1,176.6,160.0,168.8,214.4,299.4,256.5,158.1,2495.5
Naranjal,Chinchina,Caldas,176.8,157.3,207.0,309.0,303.5,215.7,194.1,214.5,206.1,295.7,277.6,150.2,2707.5
Idema-Dorada,La Dorada,Caldas,77.75,110.0,170.8,256.5,241.8,108.3,95.89,127.8,198.5,337.6,261.9,152.1,2138.94
Sub Dorada,La Dorada,Caldas,57.33,92.51,128.9,260.4,214.4,79.51,61.29,93.62,150.5,279.4,214.9,127.7,1760.46
Agronomia,Manizales,Caldas,121.1,137.0,165.5,191.4,197.0,103.9,73.06,101.9,153.0,251.6,210.4,138.2,1844.06
Apto La Nubia,Manizales,Caldas,98.47,91.48,133.9,166.6,153.5,91.75,64.0,74.48,139.8,188.2,164.2,124.6,1490.98
Esperanza La,Manizales,Caldas,72.93,86.97,125.7,185.2,199.0,146.8,111.8,109.4,159.4,195.5,176.1,105.8,1674.6
Montevideo,Manizales,Caldas,143.5,126.8,196.8,269.7,213.6,143.1,127.4,141.6,201.9,257.0,273.1,172.2,2266.7
San Cancio Planta,Manizales,Caldas,124.9,118.7,164.0,208.1,196.0,113.2,82.38,98.5,154.6,259.0,226.4,170.5,1916.28
Sub Alta Suiza,Manizales,Caldas,92.75,106.5,146.3,202.6,164.5,93.93,65.93,80.06,143.7,222.9,181.5,149.4,1650.07
Sub Chipre,Manizales,Caldas,162.3,155.0,181.1,251.4,243.8,122.2,101.5,121.0,189.9,321.1,271.4,181.3,2302.0
Sub La Uribe,Manizales,Caldas,156.0,124.4,167.9,225.1,204.1,106.8,97.35,125.7,172.5,276.7,263.7,167.4,2087.65
Sub Marmato,Manizales,Caldas,145.5,150.2,192.8,219.0,223.7,121.7,89.44,107.9,179.7,280.6,248.7,173.5,2132.74
Llanadas,Manzanares,Caldas,156.4,197.1,251.6,324.7,316.6,152.0,132.1,171.6,283.1,349.9,279.3,192.7,2807.1
Manzanares,Manzanares,Caldas,168.6,248.9,289.0,363.2,374.9,174.4,121.3,190.0,306.1,358.7,333.5,230.1,3158.7
Marquetalia,Marquetalia,Caldas,212.9,272.3,303.0,337.0,346.3,191.3,134.2,229.1,300.9,377.2,356.7,252.8,3313.7
Sub Marquetalia,Marquetalia,Caldas,153.1,187.2,271.4,343.2,343.3,158.2,112.8,185.7,256.9,323.9,272.8,199.4,2807.9
Cristalina La,Neira,Caldas,135.3,153.8,200.4,202.4,211.6,91.32,69.26,98.6,171.5,274.6,267.0,157.5,2033.28
Neira,Neira,Caldas,163.8,170.6,197.2,242.4,234.9,132.2,90.53,119.8,185.8,251.9,251.0,166.3,2206.43
Norcasia Radio,Norcasia,Caldas,190.7,259.6,270.4,447.1,375.5,184.9,163.1,258.7,348.5,454.9,432.0,313.3,3698.7
Pacora Plaza Feria,Pacora,Caldas,125.9,153.2,223.0,304.7,323.7,223.1,161.4,218.1,297.4,329.2,271.9,193.7,2825.3
Arauca,Palestina,Caldas,106.7,144.5,173.6,238.2,255.6,193.3,151.0,145.8,194.9,231.2,212.8,136.0,2183.6
Luker Gja,Palestina,Caldas,117.0,111.0,146.2,218.3,256.7,177.5,152.0,172.7,211.8,240.4,228.3,109.7,2141.6
Plta Insula,Palestina,Caldas,143.9,134.6,189.1,291.9,285.1,205.9,194.3,183.8,215.9,254.1,247.6,152.8,2499.0
Santagueda,Palestina,Caldas,110.3,125.7,160.1,223.2,268.7,182.7,143.6,164.2,203.4,238.8,224.7,124.3,2169.7
Bolivia,Pensilvania,Caldas,193.8,290.4,291.3,405.2,400.2,218.2,142.1,221.1,356.6,460.9,408.8,241.3,3629.9
Higueron,Pensilvania,Caldas,219.0,291.3,359.3,414.7,400.9,193.4,185.9,216.4,335.4,420.8,366.0,262.3,3665.4
Libano,Pensilvania,Caldas,271.8,321.1,396.1,453.3,369.8,215.0,167.5,251.8,361.3,418.9,417.6,314.9,3959.1
San Daniel,Pensilvania,Caldas,253.7,260.3,316.6,356.2,347.0,187.1,144.6,216.3,266.2,365.4,363.7,290.2,3367.3
San Jose Pensilvan,Pensilvania,Caldas,157.0,234.8,289.6,352.4,352.7,189.9,170.5,194.9,326.5,360.6,329.2,209.2,3167.3
Chancos Los,Riosucio,Caldas,141.1,173.4,225.2,300.8,336.9,196.3,192.0,201.2,273.4,336.7,294.6,196.6,2868.2
Palestina,Riosucio,Caldas,144.6,137.6,200.8,303.3,292.8,199.9,191.8,181.6,259.5,299.0,283.2,159.7,2653.8
Llanadas Salamina,Salamina,Caldas,131.5,146.0,183.4,258.0,233.6,131.7,119.6,140.4,209.4,277.2,221.3,166.9,2219.0
Belen,Samana,Caldas,558.1,443.0,515.1,603.8,628.4,379.2,322.7,362.6,610.6,704.0,715.9,591.6,6435.0
Palma La,Samana,Caldas,534.1,460.5,439.1,603.2,548.6,263.7,228.5,325.1,536.0,675.6,669.0,611.5,5894.9
Samana,Samana,Caldas,498.9,488.9,565.1,646.0,596.6,319.7,273.4,319.0,519.9,721.5,732.5,727.8,6409.3
Rafael Escobar,Supia,Caldas,115.8,111.2,154.3,185.3,205.9,115.9,111.6,125.4,187.4,233.3,226.0,145.2,1917.3
Canaveral,Victoria,Caldas,284.3,326.3,420.4,452.6,435.5,195.7,171.4,259.8,413.4,582.5,616.2,496.2,4654.3
Sub Canaveral,Victoria,Caldas,296.1,310.7,414.3,418.3,407.8,183.7,173.9,261.0,387.9,589.1,591.6,458.7,4493.1
Victoria La,Victoria,Caldas,186.6,233.8,289.3,369.4,341.3,176.0,158.8,193.5,339.2,507.0,489.3,353.9,3638.1
Brisas Las,Villamaria,Caldas,90.92,91.23,107.7,182.1,187.8,108.8,75.27,71.86,127.5,190.4,140.1,81.24,1454.92
Montenegro,Villamaria,Caldas,92.06,107.6,151.5,253.5,271.9,105.4,82.5,80.6,149.0,232.8,270.2,140.1,1937.16
Papayal,Villamaria,Caldas,111.7,118.7,164.5,203.5,226.9,151.3,93.36,104.6,166.8,237.8,220.3,132.1,1931.56
Samaria La,Viterbo,Caldas,72.8,84.63,132.7,227.9,223.9,168.9,140.8,123.4,123.0,209.8,180.8,98.34,1786.97
Sub Viterbo,Viterbo,Caldas,92.13,87.28,140.6,197.9,232.1,178.4,156.0,139.8,167.9,215.2,213.1,116.6,1937.01
Mono La,Belen de Los Andaquies,Caqueta,138.3,201.2,295.9,410.9,411.3,419.4,355.2,277.2,268.0,314.0,261.5,161.0,3513.9
Cartagena D Chaira,Cartagena del Chaira,Caqueta,75.94,166.2,301.1,395.9,364.5,447.9,380.2,196.5,209.2,202.4,186.7,80.17,3006.71
Maguare,El Doncello,Caqueta,80.7,149.9,282.5,375.2,363.1,343.7,330.0,233.5,239.9,282.6,202.9,102.1,2986.1
Apto G Artunduaga,Florencia,Caqueta,103.8,188.8,282.3,390.7,466.7,494.5,448.1,347.1,310.7,296.1,234.2,136.7,3699.7
Larandia,Florencia,Caqueta,117.0,238.6,359.5,475.4,480.8,483.0,451.8,312.7,322.1,329.7,264.3,157.1,3992.0
Macagual,Florencia,Caqueta,103.1,202.4,289.9,425.8,477.0,454.2,442.5,323.5,295.0,315.8,230.2,140.9,3700.3
Maracaibo,Florencia,Caqueta,112.5,218.2,328.6,516.2,577.8,567.3,564.2,420.4,407.7,359.5,271.6,148.7,4492.7
Milan,Milan,Caqueta,125.0,255.4,362.1,458.8,454.4,453.7,380.7,285.9,282.4,283.3,266.4,174.3,3782.4
San Antonio Getuch,Milan,Caqueta,133.1,211.9,311.8,475.1,520.0,464.8,413.4,277.8,253.9,260.3,218.9,124.9,3665.9
Pto Rico,Puerto Rico,Caqueta,97.14,220.0,384.1,461.1,513.4,494.4,416.6,351.6,355.1,388.8,281.6,137.3,4101.14
San Jose de Fragua,San Jose del Fragua,Caqueta,194.5,259.1,353.3,492.0,498.0,453.3,381.4,325.6,343.2,368.6,393.9,232.6,4295.5
San Vicente Caguan,San Vicente del Caguan,Caqueta,52.37,129.9,201.7,327.0,298.6,344.4,270.2,214.5,197.6,212.9,131.6,66.88,2447.65
Sta Rosa Caguan,San Vicente del Caguan,Caqueta,51.84,151.0,249.8,326.9,334.1,357.0,319.2,236.3,211.1,274.9,144.7,66.01,2722.85
Araracuara,Solano,Caqueta,143.9,203.5,252.9,369.4,423.8,352.0,296.8,265.2,257.7,280.2,228.9,180.9,3255.2
Cordoba,Solano,Caqueta,111.6,210.4,249.4,363.2,344.8,366.1,309.0,265.7,257.8,263.7,201.9,121.2,3064.8
Estrechos Los,Solano,Caqueta,120.4,185.1,253.3,381.9,419.1,373.8,338.6,278.4,306.0,224.5,228.0,169.8,3278.9
Valparaiso,Valparaiso,Caqueta,112.7,195.0,285.2,397.0,384.6,369.9,356.4,249.3,236.5,247.3,212.2,138.2,3184.3
Aguazul,Aguazul,Casanare,18.44,74.29,90.32,280.5,388.7,404.4,406.0,305.8,299.7,301.9,160.3,59.65,2790.0
San Jose,Aguazul,Casanare,7.436,40.89,80.95,236.5,276.0,312.6,259.4,230.7,212.6,244.4,134.9,21.29,2057.666
Tamarindo,Aguazul,Casanare,8.216,38.6,78.13,282.6,355.8,380.9,316.8,260.0,230.7,294.9,128.2,35.44,2410.286
Chameza,Chameza,Casanare,52.41,64.16,138.1,358.8,520.7,598.8,608.5,451.0,423.6,416.4,305.9,104.9,4043.27
Cabuya La,Hato Corozal,Casanare,21.08,48.0,108.4,260.0,441.8,396.9,446.3,299.6,280.7,317.8,259.7,85.79,2966.07
San Salvador,Hato Corozal,Casanare,7.806,23.55,49.49,136.2,239.0,288.0,212.3,201.4,181.7,162.3,75.25,27.84,1604.836
Poyata La,Mani,Casanare,12.43,61.43,128.5,301.2,372.3,370.4,314.8,271.5,279.4,238.7,187.8,40.06,2578.52
Pto Texas,Mani,Casanare,15.9,60.2,98.33,223.3,296.8,281.5,284.7,243.6,276.0,234.9,115.1,27.53,2157.86
Macucuana,Orocue,Casanare,17.6,31.68,60.98,199.1,270.7,339.3,271.5,226.7,213.2,227.1,138.4,48.05,2044.31
Modulos,Orocue,Casanare,14.12,41.11,69.67,235.8,298.6,383.9,313.0,296.1,220.9,211.6,153.8,36.95,2275.55
Orocue,Orocue,Casanare,13.16,47.85,77.38,190.0,292.5,303.6,253.8,213.4,214.9,195.5,124.1,51.88,1978.07
Reventonera,Sabanalarga,Casanare,42.25,88.8,115.0,391.1,605.2,651.9,713.7,564.6,488.9,479.6,300.9,103.4,4545.35
Pte Quemado,Sacama,Casanare,39.81,109.7,168.1,316.1,526.4,469.7,534.2,403.6,383.3,444.7,296.5,108.9,3801.01
San Luis  Palenque,San Luis de Palenque,Casanare,11.29,43.28,55.02,204.7,255.9,301.3,264.4,243.7,202.5,218.8,94.43,34.31,1929.63
Tablon De Tamara,Tamara,Casanare,16.69,55.92,100.8,268.1,409.1,436.9,364.8,302.7,307.9,307.3,152.9,39.14,2762.25
Pradera La,Tauramena,Casanare,6.246,60.42,82.44,250.1,335.6,342.8,327.4,295.5,275.6,323.4,148.6,26.36,2474.466
Tauramena,Tauramena,Casanare,14.51,49.59,119.6,340.0,422.3,468.6,390.6,352.0,328.5,326.1,176.3,50.34,3038.44
Apto Yopal,Yopal,Casanare,8.252,51.5,80.78,268.2,334.5,287.6,311.8,257.0,272.4,249.6,126.8,22.05,2270.482
Morro El,Yopal,Casanare,15.65,82.21,134.5,380.8,516.7,516.6,494.5,460.9,455.2,403.6,210.8,44.59,3716.05
Yopal,Yopal,Casanare,12.03,55.36,100.5,297.8,394.7,409.4,362.2,322.3,304.4,278.3,173.3,29.21,2739.5
Balboa,Balboa,Cauca,208.0,137.8,202.2,205.2,201.8,82.65,60.0,39.37,131.1,313.8,320.0,252.3,2154.22
Bolivar,Bolivar,Cauca,158.9,152.6,162.1,196.3,141.8,51.83,30.82,35.45,93.02,254.8,279.2,200.1,1756.92
Guachicono,Bolivar,Cauca,157.8,126.1,180.9,176.8,168.5,770.9,40.39,34.49,107.3,242.8,251.6,212.4,2469.98
Milagros Los,Bolivar,Cauca,164.6,139.6,150.5,154.2,107.3,43.96,29.06,28.82,65.13,176.5,210.1,180.6,1450.37
Rodeo El,Bolivar,Cauca,129.7,125.5,150.4,165.3,134.9,57.85,22.03,29.64,85.94,206.4,239.8,167.7,1515.16
Balsa La,Buenos Aires,Cauca,162.4,146.6,196.2,226.6,259.6,111.8,81.03,92.51,151.9,292.9,250.3,156.3,2128.14
Buenos Aires,Buenos Aires,Cauca,198.8,211.4,242.9,314.4,266.5,158.2,110.8,115.3,199.9,324.0,359.5,231.2,2732.9
Catalina La,Buenos Aires,Cauca,157.3,194.4,226.1,275.7,232.8,133.5,92.57,98.17,185.5,283.3,299.6,229.5,2408.44
Ovejas Abajo Alert,Buenos Aires,Cauca,194.3,198.0,234.9,245.7,191.7,87.34,91.64,56.92,126.8,235.9,279.5,180.5,2123.2
Silencioso El,Buenos Aires,Cauca,143.9,175.7,192.6,312.6,337.2,202.1,111.3,119.7,255.5,340.9,316.2,238.7,2746.4
Dinde,Cajibio,Cauca,267.2,242.6,274.5,288.5,293.9,178.7,119.5,113.1,232.6,300.0,340.4,300.6,2951.6
Rosario El,Cajibio,Cauca,264.8,251.4,249.7,256.0,231.5,156.9,98.75,111.0,191.7,303.1,349.7,313.7,2778.25
Venta de Cajibio,Cajibio,Cauca,245.4,217.6,245.1,241.0,190.9,94.97,55.51,65.06,134.4,234.9,294.4,263.4,2282.64
Aguada La,Caldono,Cauca,172.6,185.0,220.5,231.0,193.5,66.96,57.91,61.4,100.3,263.1,259.1,196.0,2007.37
Bocatoma Alertas,Caloto,Cauca,158.8,154.7,161.7,192.0,147.0,67.88,51.93,49.89,98.33,198.9,217.6,177.3,1676.03
Caloto,Caloto,Cauca,148.1,163.0,205.6,216.5,147.7,66.86,53.1,61.06,119.7,244.2,252.2,185.0,1863.02
Guachene,Caloto,Cauca,115.6,141.5,160.1,216.8,159.1,95.94,54.26,72.21,117.2,216.7,176.3,143.9,1669.61
Rio Palo,Caloto,Cauca,163.8,189.9,216.8,248.8,173.1,102.0,58.62,66.26,135.5,265.4,267.5,206.7,2094.38
Trapiche El,Caloto,Cauca,150.0,173.5,169.0,178.4,145.5,68.65,53.4,62.85,102.3,251.1,215.3,171.9,1741.9
Calera La,Corinto,Cauca,152.3,138.3,172.7,191.7,143.3,41.5,45.1,58.8,99.1,252.9,242.8,207.0,1745.5
Corinto,Corinto,Cauca,137.0,153.9,161.2,200.1,134.8,56.55,45.62,45.9,102.9,245.1,205.6,146.4,1635.07
Cabana Inderena,El Tambo,Cauca,511.2,312.8,409.9,411.8,311.7,212.3,137.5,151.1,258.0,543.0,680.4,548.0,4487.7
Gamboa,El Tambo,Cauca,254.3,198.9,236.8,255.2,236.1,131.4,92.25,108.4,200.9,312.1,392.5,325.6,2744.45
Manuel Mejia,El Tambo,Cauca,194.6,145.3,164.7,185.5,155.4,61.16,45.65,69.17,132.8,275.1,331.9,225.7,1986.98
Mecaje,El Tambo,Cauca,371.0,320.1,323.9,401.1,419.4,257.3,149.8,191.0,363.9,534.6,541.1,444.8,4318.0
Munchique,El Tambo,Cauca,248.3,210.9,244.9,266.6,255.0,112.4,89.02,83.67,178.1,351.8,412.5,317.6,2770.79
Munchique-Carpinte,El Tambo,Cauca,293.2,225.4,305.1,323.8,303.2,130.3,99.97,134.7,225.4,422.7,462.8,352.8,3279.37
Quilcase,El Tambo,Cauca,200.4,153.5,193.3,259.0,238.8,88.41,46.31,53.96,111.8,273.2,321.2,253.7,2193.58
Remolino Alertas,El Tambo,Cauca,188.5,142.3,177.0,248.0,155.4,79.16,67.18,70.63,143.0,248.6,310.5,234.9,2065.17
Romelia La,El Tambo,Cauca,273.2,246.4,285.5,339.7,299.4,184.4,120.3,133.4,208.0,402.6,447.1,376.9,3316.9
Tambo El,El Tambo,Cauca,169.7,158.7,191.5,223.2,161.9,72.7,60.2,71.86,150.4,263.6,302.9,254.4,2081.06
Bocas de Napi,Guapi,Cauca,531.9,470.0,448.8,609.8,697.6,615.7,541.5,551.7,567.9,585.2,441.1,577.0,6638.2
Bonanza,Guapi,Cauca,401.2,346.1,332.8,425.6,627.2,535.1,410.3,349.7,434.3,417.3,304.5,359.7,4943.8
Altamira,Inza,Cauca,105.7,137.0,164.2,213.0,261.8,201.9,199.6,137.2,174.0,205.7,168.1,116.9,2085.1
Esc Riosucio N 2,Inza,Cauca,95.58,140.2,164.6,217.2,266.4,245.1,255.2,188.5,179.4,202.8,161.2,122.4,2238.58
Inza,Inza,Cauca,83.96,125.5,134.8,161.8,172.3,123.9,130.2,87.27,103.2,152.7,144.1,101.2,1520.93
San Andres,Inza,Cauca,119.6,129.6,165.4,185.4,211.1,145.7,166.9,108.9,130.6,191.3,161.5,121.5,1837.5
Sta Teresa,Inza,Cauca,82.31,121.8,147.9,183.0,220.3,134.2,117.5,87.91,114.2,178.1,126.9,103.0,1617.12
Sierra La,La Sierra,Cauca,299.9,226.7,244.8,230.8,169.0,71.24,40.19,53.61,126.2,317.9,397.0,352.5,2529.84
Vega La,La Vega,Cauca,113.7,127.9,166.5,130.5,84.25,45.51,50.02,57.7,88.19,164.3,216.4,176.1,1421.07
Concha La,Lopez,Cauca,887.0,813.6,753.1,1455.0,1518.0,1376.0,856.7,791.0,2048.0,1549.0,1634.0,2223.0,15904.4
Noanamito,Lopez,Cauca,392.6,286.8,348.2,519.7,688.9,532.3,478.4,518.6,733.0,669.3,591.0,557.1,6315.9
